ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
Harmonicity	Query	Get total duration	do ("Get total duration")	NA
Harmonicity	Query	Get number of frames	do ("Get number of frames")	NA
Harmonicity	Query	Get time step	do ("Get time step")	NA
Harmonicity	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
Harmonicity	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
Harmonicity	Query	Get value at time...	do ("Get value at time...", 0.5, "Cubic")	NA
Harmonicity	Query	Get value in frame...	do ("Get value in frame...", 10)	NA
Harmonicity	Query	Get minimum...	do ("Get minimum...", 0, 0, "Parabolic")	NA
Harmonicity	Query	Get time of minimum...	do ("Get time of minimum...", 0, 0, "Parabolic")	NA
Harmonicity	Query	Get maximum...	do ("Get maximum...", 0, 0, "Parabolic")	NA
Harmonicity	Query	Get time of maximum...	do ("Get time of maximum...", 0, 0, "Parabolic")	NA
Harmonicity	Query	Get mean...	do ("Get mean...", 0, 0)	NA
Harmonicity	Query	Get standard deviation...	do ("Get standard deviation...", 0, 0)	NA
HMM	Create	To HMM_ObservationSequence...	do ("To HMM_ObservationSequence...", 0, 20)	NA
HMM	Create	Extract transition probabilities	do ("Extract transition probabilities")	headerless spreadsheet
HMM	Create	Extract emission probabilities	do ("Extract emission probabilities")	headerless spreadsheet
HMM	Modify	Set transition probabilities...	do ("Set transition probabilities...", 1, "0.1 0.9")	NA
HMM	Modify	Set emission probabilities...	do ("Set emission probabilities...", 1, "0.1 0.7 0.2")	NA
HMM	Modify	Set start probabilities...	do ("Set start probabilities...", "0.1 0.9")	NA
HMM	Query	Get transition probability...	do ("Get transition probability...", 1, 1)	NA
HMM	Query	Get emission probability...	do ("Get emission probability...", 1, 1)	NA
HMM	Query	Get start probability...	do ("Get start probability...", 1)	NA
HMM	Query	Get p (time, state)...	do ("Get p (time, state)...", 10, 1)	NA
HMM	Query	Get p (time, state, symbol)...	do ("Get p (time, state, symbol)...", 10, 1, 1)	NA
HMM	Query	Get probability staying in state...	do ("Get probability staying in state...", 1, 2)	NA
HMM	Query	Get expected duration in state...	do ("Get expected duration in state...", 1)	NA
HMM	Query	Get state label...	do ("Get state label...", 1)	NA
HMM	Query	Get symbol label...	do ("Get symbol label...", 1)	NA
HMM_ObservationSequence	Create	To HMM...	do ("To HMM...", 2, "no")	NA
HMM_ObservationSequence	Create	To Strings	do ("To Strings")	raw text
HMM_ObservationSequence	Create	To TableOfReal (bigrams)...	do ("To TableOfReal (bigrams)...", "yes")	headerless spreadsheet
HMM_StateSequence	Create	To Strings	do ("To Strings")	raw text
HMM_StateSequence	Create	To TableOfReal (bigrams)...	do ("To TableOfReal (bigrams)...", "yes")	headerless spreadsheet
Intensity	Create	To IntensityTier (peaks)	do ("To IntensityTier (peaks)")	NA
Intensity	Create	To IntensityTier (valleys)	do ("To IntensityTier (valleys)")	NA
Intensity	Create	Down to IntensityTier	do ("Down to IntensityTier")	NA
Intensity	Create	Down to Matrix	do ("Down to Matrix")	headerless spreadsheet, matrix text
Intensity	Create	To TextGrid (silences)...	do ("To TextGrid (silences)...", -25, 0.1, 0.05, "silent", "sounding")	chronological text
Intensity	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
Intensity	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
Intensity	Modify	Scale times by...	do ("Scale times by...", 2)	NA
Intensity	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
Intensity	Modify	Formula...	do ("Formula...", "0")	NA
Intensity	Query	Get start time	do ("Get start time")	NA
Intensity	Query	Get end time	do ("Get end time")	NA
Intensity	Query	Get total duration	do ("Get total duration")	NA
Intensity	Query	Get number of frames	do ("Get number of frames")	NA
Intensity	Query	Get time step	do ("Get time step")	NA
Intensity	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
Intensity	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
Intensity	Query	Get value at time...	do ("Get value at time...", 0.5, "Cubic")	NA
Intensity	Query	Get value in frame...	do ("Get value in frame...", 10)	NA
Intensity	Query	Get minimum...	do ("Get minimum...", 0, 0, "Parabolic")	NA
Intensity	Query	Get time of minimum...	do ("Get time of minimum...", 0, 0, "Parabolic")	NA
Intensity	Query	Get maximum...	do ("Get maximum...", 0, 0, "Parabolic")	NA
Intensity	Query	Get time of maximum...	do ("Get time of maximum...", 0, 0, "Parabolic")	NA
Intensity	Query	Get quantile...	do ("Get quantile...", 0, 0, 0.5)	NA
Intensity	Query	Get mean...	do ("Get mean...", 0, 0, "energy")	NA
Intensity	Query	Get standard deviation...	do ("Get standard deviation...", 0, 0)	NA
IntensityTier	Create	To AmplitudeTier	do ("To AmplitudeTier")	NA
IntensityTier	Create	Down to PointProcess	do ("Down to PointProcess")	NA
IntensityTier	Create	Down to TableOfReal	do ("Down to TableOfReal")	headerless spreadsheet
IntensityTier	Create	To TextGrid (silences)...	do ("To TextGrid (silences)...", -25, 0.1, 0.05, "silent", "sounding", 0.001)	chronological text
IntensityTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
IntensityTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
IntensityTier	Modify	Scale times by...	do ("Scale times by...", 2)	NA
IntensityTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
IntensityTier	Modify	Remove point...	do ("Remove point...", 1)	NA
IntensityTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
IntensityTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	NA
IntensityTier	Modify	Add point...	do ("Add point...", 0.5, 75)	NA
IntensityTier	Modify	Formula...	do ("Formula...", "self + 3.0")	NA
IntensityTier	Query	Get start time	do ("Get start time")	NA
IntensityTier	Query	Get end time	do ("Get end time")	NA
IntensityTier	Query	Get total duration	do ("Get total duration")	NA
IntensityTier	Query	Get number of points	do ("Get number of points")	NA
IntensityTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
IntensityTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
IntensityTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
IntensityTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
IntensityTier	Query	Get value at time...	do ("Get value at time...", 0.5)	NA
IntensityTier	Query	Get value at index...	do ("Get value at index...", 10)	NA
IntervalTier	Create	Get starting points...	do ("Get starting points...", "")	NA
IntervalTier	Create	Get centre points...	do ("Get centre points...", "")	NA
IntervalTier	Create	Get end points...	do ("Get end points...", "")	NA
IntervalTier	Create	Down to TableOfReal (any)	do ("Down to TableOfReal (any)")	headerless spreadsheet
IntervalTier	Create	Down to TableOfReal...	do ("Down to TableOfReal...", "")	headerless spreadsheet
IntervalTier	Create	Into TextGrid	do ("Into TextGrid")	chronological text
ISpline	Create	Scale x...	do ("Scale x...", -1, 1)	NA
ISpline	Modify	Set domain...	do ("Set domain...", 0, 2)	NA
ISpline	Modify	Set coefficient...	do ("Set coefficient...", 1, 0)	NA
ISpline	Query	Get number of coefficients	do ("Get number of coefficients")	NA
ISpline	Query	Get coefficient...	do ("Get coefficient...", 1)	NA
ISpline	Query	Get degree	do ("Get degree")	NA
ISpline	Query	Get order	do ("Get order")	NA
ISpline	Query	Get value...	do ("Get value...", 0)	NA
ISpline	Query	Get minimum...	do ("Get minimum...", 0, 0)	NA
ISpline	Query	Get x of minimum...	do ("Get x of minimum...", 0, 0)	NA
ISpline	Query	Get maximum...	do ("Get maximum...", 0, 0)	NA
ISpline	Query	Get x of maximum...	do ("Get x of maximum...", 0, 0)	NA
KlattGrid	Create	Extract oral formant grid	do ("Extract oral formant grid")	NA
KlattGrid	Create	Extract formant grid (open phases)...	do ("Extract formant grid (open phases)...", 0.1)	NA
KlattGrid	Create	Extract nasal formant grid	do ("Extract nasal formant grid")	NA
KlattGrid	Create	Extract nasal antiformant grid	do ("Extract nasal antiformant grid")	NA
KlattGrid	Create	Extract delta formant grid	do ("Extract delta formant grid")	NA
KlattGrid	Create	Extract tracheal formant grid	do ("Extract tracheal formant grid")	NA
KlattGrid	Create	Extract tracheal antiformant grid	do ("Extract tracheal antiformant grid")	NA
KlattGrid	Create	Extract frication formant grid	do ("Extract frication formant grid")	NA
KlattGrid	Create	Extract voicing amplitude tier	do ("Extract voicing amplitude tier")	NA
KlattGrid	Create	Extract spectral tilt tier	do ("Extract spectral tilt tier")	NA
KlattGrid	Create	Extract aspiration amplitude tier	do ("Extract aspiration amplitude tier")	NA
KlattGrid	Create	Extract breathiness amplitude tier	do ("Extract breathiness amplitude tier")	NA
KlattGrid	Create	Extract oral formant amplitude tier...	do ("Extract oral formant amplitude tier...", 1)	NA
KlattGrid	Create	Extract nasal formant amplitude tier...	do ("Extract nasal formant amplitude tier...", 1)	NA
KlattGrid	Create	Extract tracheal formant amplitude tier...	do ("Extract tracheal formant amplitude tier...", 1)	NA
KlattGrid	Create	Extract frication formant amplitude tier...	do ("Extract frication formant amplitude tier...", 1)	NA
KlattGrid	Create	Extract frication bypass tier	do ("Extract frication bypass tier")	NA
KlattGrid	Create	Extract frication amplitude tier	do ("Extract frication amplitude tier")	NA
KlattGrid	Create	Extract pitch tier	do ("Extract pitch tier")	headerless spreadsheet, PitchTier spreadsheet
KlattGrid	Create	Extract PointProcess (glottal closures)	do ("Extract PointProcess (glottal closures)")	NA
KlattGrid	Create	Extract flutter tier	do ("Extract flutter tier")	NA
KlattGrid	Create	Extract power1 tier	do ("Extract power1 tier")	NA
KlattGrid	Create	Extract power2 tier	do ("Extract power2 tier")	NA
KlattGrid	Create	Extract open phase tier	do ("Extract open phase tier")	NA
KlattGrid	Create	Extract collision phase tier	do ("Extract collision phase tier")	NA
KlattGrid	Create	Extract double pulsing tier	do ("Extract double pulsing tier")	NA
KlattGrid	Create	To Sound	do ("To Sound")	(Sound formats)
KlattGrid	Create	To Sound (special)...	do ("To Sound (special)...", 0, 0, 44100, "yes", "yes", "yes", "yes", "yes", "yes", "Powers in tiers", "yes", "yes", "yes", "Cascade", 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, "yes")	(Sound formats)
KlattGrid	Create	To Sound (phonation)...	do ("To Sound (phonation)...", 44100, "yes", "yes", "yes", "yes", "yes", "Powers in tiers", "yes", "yes", "yes")	(Sound formats)
KlattGrid	Modify	Add pitch point...	do ("Add pitch point...", 0.5, 100)	NA
KlattGrid	Modify	Add voicing amplitude point...	do ("Add voicing amplitude point...", 0.5, 90)	NA
KlattGrid	Modify	Add flutter point...	do ("Add flutter point...", 0.5, 0)	NA
KlattGrid	Modify	Add power1 point...	do ("Add power1 point...", 0.5, 3)	NA
KlattGrid	Modify	Add power2 point...	do ("Add power2 point...", 0.5, 4)	NA
KlattGrid	Modify	Add open phase point...	do ("Add open phase point...", 0.5, 0.7)	NA
KlattGrid	Modify	Add collision phase point...	do ("Add collision phase point...", 0.5, 0.03)	NA
KlattGrid	Modify	Add double pulsing point...	do ("Add double pulsing point...", 0.5, 0)	NA
KlattGrid	Modify	Add spectral tilt point...	do ("Add spectral tilt point...", 0.5, 0)	NA
KlattGrid	Modify	Add aspiration amplitude point...	do ("Add aspiration amplitude point...", 0.5, 0)	NA
KlattGrid	Modify	Add breathiness amplitude point...	do ("Add breathiness amplitude point...", 0.5, 30)	NA
KlattGrid	Modify	Remove pitch points between...	do ("Remove pitch points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove voicing amplitude points between...	do ("Remove voicing amplitude points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove flutter points between...	do ("Remove flutter points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove power1 points between...	do ("Remove power1 points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove power2 points between...	do ("Remove power2 points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove open phase points between...	do ("Remove open phase points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove collision phase points between...	do ("Remove collision phase points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove double pulsing points between...	do ("Remove double pulsing points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove spectral tilt points between...	do ("Remove spectral tilt points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove aspiration amplitude points between...	do ("Remove aspiration amplitude points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove breathiness amplitude points between...	do ("Remove breathiness amplitude points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Formula (oral formant frequencies)...	do ("Formula (oral formant frequencies)...", "if row = 2 then self + 200 else self fi")	NA
KlattGrid	Modify	Formula (oral formant bandwidths)...	do ("Formula (oral formant bandwidths)...", "self / 10")	NA
KlattGrid	Modify	Add oral formant frequency point...	do ("Add oral formant frequency point...", 1, 0.5, 500)	NA
KlattGrid	Modify	Add oral formant bandwidth point...	do ("Add oral formant bandwidth point...", 1, 0.5, 50)	NA
KlattGrid	Modify	Add oral formant amplitude point...	do ("Add oral formant amplitude point...", 1, 0.5, 0)	NA
KlattGrid	Modify	Remove oral formant frequency points...	do ("Remove oral formant frequency points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove oral formant bandwidth points...	do ("Remove oral formant bandwidth points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove oral formant amplitude points...	do ("Remove oral formant amplitude points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Add oral formant...	do ("Add oral formant...", 0)	NA
KlattGrid	Modify	Remove oral formant...	do ("Remove oral formant...", 0)	NA
KlattGrid	Modify	Formula (nasal formant frequencies)...	do ("Formula (nasal formant frequencies)...", "if row = 2 then self + 200 else self fi")	NA
KlattGrid	Modify	Formula (nasal formant bandwidths)...	do ("Formula (nasal formant bandwidths)...", "self / 10")	NA
KlattGrid	Modify	Add nasal formant frequency point...	do ("Add nasal formant frequency point...", 1, 0.5, 500)	NA
KlattGrid	Modify	Add nasal formant bandwidth point...	do ("Add nasal formant bandwidth point...", 1, 0.5, 50)	NA
KlattGrid	Modify	Add nasal formant amplitude point...	do ("Add nasal formant amplitude point...", 1, 0.5, 0)	NA
KlattGrid	Modify	Remove nasal formant frequency points...	do ("Remove nasal formant frequency points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove nasal formant bandwidth points...	do ("Remove nasal formant bandwidth points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove nasal formant amplitude points...	do ("Remove nasal formant amplitude points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Add nasal formant...	do ("Add nasal formant...", 0)	NA
KlattGrid	Modify	Remove nasal formant...	do ("Remove nasal formant...", 0)	NA
KlattGrid	Modify	Formula (nasal antiformant frequencies)...	do ("Formula (nasal antiformant frequencies)...", "if row = 2 then self + 200 else self fi")	NA
KlattGrid	Modify	Formula (nasal antiformant bandwidths)...	do ("Formula (nasal antiformant bandwidths)...", "self / 10")	NA
KlattGrid	Modify	Add nasal antiformant frequency point...	do ("Add nasal antiformant frequency point...", 1, 0.5, 500)	NA
