ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
KlattGrid	Modify	Add frication formant bandwidth point...	do ("Add frication formant bandwidth point...", 1, 0.5, 50)	NA
KlattGrid	Modify	Add frication formant amplitude point...	do ("Add frication formant amplitude point...", 1, 0.5, 0)	NA
KlattGrid	Modify	Remove frication formant frequency points...	do ("Remove frication formant frequency points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove frication formant bandwidth points...	do ("Remove frication formant bandwidth points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Remove frication formant amplitude points...	do ("Remove frication formant amplitude points...", 1, 0.3, 0.7)	NA
KlattGrid	Modify	Add frication formant...	do ("Add frication formant...", 0)	NA
KlattGrid	Modify	Remove frication formant...	do ("Remove frication formant...", 0)	NA
KlattGrid	Modify	Add frication bypass point...	do ("Add frication bypass point...", 0.5, 30)	NA
KlattGrid	Modify	Add frication amplitude point...	do ("Add frication amplitude point...", 0.5, 30)	NA
KlattGrid	Modify	Remove frication bypass points between...	do ("Remove frication bypass points between...", 0.3, 0.7)	NA
KlattGrid	Modify	Remove frication amplitude points between...	do ("Remove frication amplitude points between...", 0.3, 0.7)	NA
KlattGrid	Play	Play	do ("Play")	NA
KlattGrid	Play	Play special...	do ("Play special...", 0, 0, "yes", "yes", "yes", "yes", "yes", "yes", "Powers in tiers", "yes", "yes", "yes", "Cascade", 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, "yes")	NA
KlattGrid	Query	Get pitch at time...	do ("Get pitch at time...", 0.5)	NA
KlattGrid	Query	Get voicing amplitude at time...	do ("Get voicing amplitude at time...", 0.5)	NA
KlattGrid	Query	Get flutter at time...	do ("Get flutter at time...", 0.5)	NA
KlattGrid	Query	Get power1 at time...	do ("Get power1 at time...", 0.5)	NA
KlattGrid	Query	Get power2 at time...	do ("Get power2 at time...", 0.5)	NA
KlattGrid	Query	Get open phase at time...	do ("Get open phase at time...", 0.5)	NA
KlattGrid	Query	Get collision phase at time...	do ("Get collision phase at time...", 0.5)	NA
KlattGrid	Query	Get double pulsing at time...	do ("Get double pulsing at time...", 0.5)	NA
KlattGrid	Query	Get spectral tilt at time...	do ("Get spectral tilt at time...", 0.5)	NA
KlattGrid	Query	Get aspiration amplitude at time...	do ("Get aspiration amplitude at time...", 0.5)	NA
KlattGrid	Query	Get breathiness amplitude at time...	do ("Get breathiness amplitude at time...", 0.5)	NA
KlattGrid	Query	Get oral formant frequency at time...	do ("Get oral formant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get oral formant bandwidth at time...	do ("Get oral formant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get oral formant amplitude at time...	do ("Get oral formant amplitude at time...", 1, 0.5)	NA
KlattGrid	Query	Get nasal formant frequency at time...	do ("Get nasal formant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get nasal formant bandwidth at time...	do ("Get nasal formant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get nasal formant amplitude at time...	do ("Get nasal formant amplitude at time...", 1, 0.5)	NA
KlattGrid	Query	Get nasal antiformant frequency at time...	do ("Get nasal antiformant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get nasal antiformant bandwidth at time...	do ("Get nasal antiformant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get delta formant frequency at time...	do ("Get delta formant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get delta formant bandwidth at time...	do ("Get delta formant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get tracheal formant frequency at time...	do ("Get tracheal formant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get tracheal formant bandwidth at time...	do ("Get tracheal formant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get tracheal formant amplitude at time...	do ("Get tracheal formant amplitude at time...", 1, 0.5)	NA
KlattGrid	Query	Get tracheal antiformant frequency at time...	do ("Get tracheal antiformant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get tracheal antiformant bandwidth at time...	do ("Get tracheal antiformant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get frication formant frequency at time...	do ("Get frication formant frequency at time...", 1, 0.5)	NA
KlattGrid	Query	Get frication formant bandwidth at time...	do ("Get frication formant bandwidth at time...", 1, 0.5)	NA
KlattGrid	Query	Get frication formant amplitude at time...	do ("Get frication formant amplitude at time...", 1, 0.5)	NA
KlattGrid	Query	Get frication bypass at time...	do ("Get frication bypass at time...", 0.5)	NA
KlattGrid	Query	Get frication amplitude at time...	do ("Get frication amplitude at time...", 0.5)	NA
KlattTable	Create	To KlattGrid...	do ("To KlattGrid...", 0.002)	NA
KlattTable	Create	To Sound...	do ("To Sound...", 16000, "Cascade", 5, 0.005, 0, "Impulsive", "Sound")	(Sound formats)
KlattTable	Create	To Table	do ("To Table")	comma-separated, tab-separated
KNN	Create	Extract output Categories	do ("Extract output Categories")	NA
KNN	Create	To FeatureWeights	do ("To FeatureWeights", 0.02, 10, 1, "Co-optimization", "Leave one out", 1, "Flat")	NA
KNN	Create	Extract input Patterns	do ("Extract input Patterns")	NA
KNN	Modify	Shuffle	do ("Shuffle")	NA
KNN	Modify	Prune...	do ("Prune...", 1, 1, 1)	NA
KNN	Modify	Reset...	do ("Reset...")	NA
KNN	Query	Get optimized parameters...	do ("Get optimized parameters...", "Leave one out", 50, 10, 0.2)	NA
KNN	Query	Get accuracy estimate...	do ("Get accuracy estimate...", "Leave one out", 1, "Inversed square distance")	NA
KNN	Query	Get size of instancebase	do ("Get size of instancebase")	NA
LegendreSeries	Create	To Polynomial	do ("To Polynomial")	NA
LegendreSeries	Modify	Set domain...	do ("Set domain...", 0, 2)	NA
LegendreSeries	Modify	Set coefficient...	do ("Set coefficient...", 1, 0)	NA
LegendreSeries	Query	Get number of coefficients	do ("Get number of coefficients")	NA
LegendreSeries	Query	Get coefficient...	do ("Get coefficient...", 1)	NA
LegendreSeries	Query	Get degree	do ("Get degree")	NA
LegendreSeries	Query	Get value...	do ("Get value...", 0)	NA
LegendreSeries	Query	Get minimum...	do ("Get minimum...", 0, 0)	NA
LegendreSeries	Query	Get x of minimum...	do ("Get x of minimum...", 0, 0)	NA
LegendreSeries	Query	Get maximum...	do ("Get maximum...", 0, 0)	NA
LegendreSeries	Query	Get x of maximum...	do ("Get x of maximum...", 0, 0)	NA
LFCC	Create	To LPC...	do ("To LPC...", 0)	NA
LFCC	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
LFCC	Query	Get start time	do ("Get start time")	NA
LFCC	Query	Get end time	do ("Get end time")	NA
LFCC	Query	Get total duration	do ("Get total duration")	NA
LFCC	Query	Get number of frames	do ("Get number of frames")	NA
LFCC	Query	Get time step	do ("Get time step")	NA
LFCC	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
LFCC	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
LFCC	Query	Get value...	do ("Get value...", 0.0, 1)	NA
LongSound	Create	Extract part...	do ("Extract part...", 0, 1, "yes")	(Sound formats)
LongSound	Create	To TextGrid...	do ("To TextGrid...", "Mary John bell", "bell")	chronological text
LongSound	Play	Play part...	do ("Play part...", 0, 10)	NA
LongSound	Query	Get start time	do ("Get start time")	NA
LongSound	Query	Get end time	do ("Get end time")	NA
LongSound	Query	Get total duration	do ("Get total duration")	NA
LongSound	Query	Get number of samples	do ("Get number of samples")	NA
LongSound	Query	Get sampling period	do ("Get sampling period")	NA
LongSound	Query	Get sampling frequency	do ("Get sampling frequency")	NA
LongSound	Query	Get time from sample number...	do ("Get time from sample number...", 100)	NA
LongSound	Query	Get sample number from time...	do ("Get sample number from time...", 0.5)	NA
LPC	Create	To Formant	do ("To Formant")	NA
LPC	Create	To Formant (keep all)	do ("To Formant (keep all)")	NA
LPC	Create	To LFCC...	do ("To LFCC...", 0)	NA
LPC	Create	Down to Matrix (lpc)	do ("Down to Matrix (lpc)")	headerless spreadsheet, matrix text
LPC	Create	To Polynomial (slice)...	do ("To Polynomial (slice)...", 0.1)	NA
LPC	Create	To Spectrogram...	do ("To Spectrogram...", 20, 0, 50)	NA
LPC	Create	To Spectrum (slice)...	do ("To Spectrum (slice)...", 0, 20, 0, 50)	NA
LPC	Create	To VocalTract (slice)...	do ("To VocalTract (slice)...", 0, 0.17)	NA
LPC	Create	To VocalTract (slice, special)...	do ("To VocalTract (slice, special)...", 0, 0.1, "yes", "yes")	NA
LPC	Query	Get start time	do ("Get start time")	NA
LPC	Query	Get end time	do ("Get end time")	NA
LPC	Query	Get total duration	do ("Get total duration")	NA
LPC	Query	Get number of frames	do ("Get number of frames")	NA
LPC	Query	Get time step	do ("Get time step")	NA
LPC	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
LPC	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
LPC	Query	Get sampling interval	do ("Get sampling interval")	NA
LPC	Query	Get number of coefficients...	do ("Get number of coefficients...", 1)	NA
Ltas	Create	Compute trend line...	do ("Compute trend line...", 600, 4000)	NA
Ltas	Create	Subtract trend line...	do ("Subtract trend line...", 600, 4000)	NA
Ltas	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Ltas	Create	To SpectrumTier (peaks)	do ("To SpectrumTier (peaks)")	NA
Ltas	Modify	Formula...	do ("Formula...", "0")	NA
Ltas	Query	Get lowest frequency	do ("Get lowest frequency")	NA
Ltas	Query	Get highest frequency	do ("Get highest frequency")	NA
Ltas	Query	Get number of bins	do ("Get number of bins")	NA
Ltas	Query	Get bin width	do ("Get bin width")	NA
Ltas	Query	Get frequency from bin number...	do ("Get frequency from bin number...", 1)	NA
Ltas	Query	Get bin number from frequency...	do ("Get bin number from frequency...", 2000)	NA
Ltas	Query	Get value at frequency...	do ("Get value at frequency...", 1500, "Nearest")	NA
Ltas	Query	Get value in bin...	do ("Get value in bin...", 100)	NA
Ltas	Query	Get minimum...	do ("Get minimum...", 0, 0, "None")	NA
Ltas	Query	Get frequency of minimum...	do ("Get frequency of minimum...", 0, 0, "None")	NA
Ltas	Query	Get maximum...	do ("Get maximum...", 0, 0, "None")	NA
Ltas	Query	Get frequency of maximum...	do ("Get frequency of maximum...", 0, 0, "None")	NA
Ltas	Query	Get mean...	do ("Get mean...", 0, 0, "energy")	NA
Ltas	Query	Get slope...	do ("Get slope...", 0, 1000, 1000, 4000, "energy")	NA
Ltas	Query	Report spectral tilt...	do ("Report spectral tilt...", 100, 5000, "no", "Robust")	NA
Ltas	Query	Get local peak height...	do ("Get local peak height...", 1700, 4200, 2400, 3200, "energy")	NA
Ltas	Query	Get standard deviation...	do ("Get standard deviation...", 0, 0, "energy")	NA
Manipulation	Create	Extract duration tier	do ("Extract duration tier")	NA
Manipulation	Create	Extract pitch tier	do ("Extract pitch tier")	headerless spreadsheet, PitchTier spreadsheet
Manipulation	Create	Extract pulses	do ("Extract pulses")	NA
Manipulation	Create	Get resynthesis (overlap-add)	do ("Get resynthesis (overlap-add)")	(Sound formats)
Manipulation	Create	Get resynthesis (LPC)	do ("Get resynthesis (LPC)")	(Sound formats)
Manipulation	Create	Extract original sound	do ("Extract original sound")	(Sound formats)
Manipulation	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
Manipulation	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
Manipulation	Modify	Scale times by...	do ("Scale times by...", 2)	NA
Manipulation	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
Manipulation	Play	Play (overlap-add)	do ("Play (overlap-add)")	NA
Manipulation	Play	Play (LPC)	do ("Play (LPC)")	NA
Matrix	Create	To Activation	do ("To Activation")	NA
Matrix	Create	To Cochleagram	do ("To Cochleagram")	NA
Matrix	Create	To Excitation	do ("To Excitation")	NA
Matrix	Create	To Harmonicity	do ("To Harmonicity")	NA
Matrix	Create	To Intensity	do ("To Intensity")	NA
Matrix	Create	To Ltas	do ("To Ltas")	NA
Matrix	Create	Solve equation...	do ("Solve equation...", 1.19e-007)	headerless spreadsheet, matrix text
Matrix	Create	Transpose	do ("Transpose")	headerless spreadsheet, matrix text
Matrix	Create	Power...	do ("Power...", 2)	headerless spreadsheet, matrix text
Matrix	Create	To Pattern...	do ("To Pattern...", 1)	NA
Matrix	Create	To Pitch	do ("To Pitch")	NA
Matrix	Create	To PointProcess	do ("To PointProcess")	NA
Matrix	Create	To Polygon	do ("To Polygon")	NA
Matrix	Create	To Sound	do ("To Sound")	(Sound formats)
Matrix	Create	To Sound (slice)...	do ("To Sound (slice)...", 1)	(Sound formats)
Matrix	Create	To Spectrogram	do ("To Spectrogram")	NA
Matrix	Create	To Spectrum	do ("To Spectrum")	NA
Matrix	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
Matrix	Create	To Transition	do ("To Transition")	NA
Matrix	Create	To VocalTract	do ("To VocalTract")	NA
Matrix	Modify	Formula...	do ("Formula...", "self")	headerless spreadsheet, matrix text
Matrix	Modify	Set value...	do ("Set value...", 1, 1, 0)	headerless spreadsheet, matrix text
Matrix	Query	Get lowest x	do ("Get lowest x")	NA
Matrix	Query	Get highest x	do ("Get highest x")	NA
Matrix	Query	Get lowest y	do ("Get lowest y")	NA
Matrix	Query	Get highest y	do ("Get highest y")	NA
Matrix	Query	Get number of rows	do ("Get number of rows")	NA
Matrix	Query	Get number of columns	do ("Get number of columns")	NA
Matrix	Query	Get row distance	do ("Get row distance")	NA
Matrix	Query	Get column distance	do ("Get column distance")	NA
Matrix	Query	Get y of row...	do ("Get y of row...", 1)	NA
Matrix	Query	Get x of column...	do ("Get x of column...", 1)	NA
Matrix	Query	Get value in cell...	do ("Get value in cell...", 1, 1)	NA
Matrix	Query	Get value at xy...	do ("Get value at xy...", 0, 0)	NA
Matrix	Query	Get minimum	do ("Get minimum")	NA
Matrix	Query	Get maximum	do ("Get maximum")	NA
Matrix	Query	Get sum	do ("Get sum")	NA
Matrix	Query	Get mean...	do ("Get mean...", 0, 0, 0, 0)	NA
Matrix	Query	Get standard deviation...	do ("Get standard deviation...", 0, 0, 0, 0)	NA
MelFilter	Create	To Intensity	do ("To Intensity")	NA
MelFilter	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
MelFilter	Create	To MFCC...	do ("To MFCC...", 12)	NA
MelFilter	Modify	Equalize intensities...	do ("Equalize intensities...", 80)	NA
MelFilter	Query	Get start time	do ("Get start time")	NA
MelFilter	Query	Get end time	do ("Get end time")	NA
MelFilter	Query	Get total duration	do ("Get total duration")	NA
MelFilter	Query	Get number of frames	do ("Get number of frames")	NA
MelFilter	Query	Get time step	do ("Get time step")	NA
MelFilter	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
MelFilter	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
MelFilter	Query	Get time from column...	do ("Get time from column...", 1)	NA
MelFilter	Query	Get lowest frequency	do ("Get lowest frequency")	NA
MelFilter	Query	Get highest frequency	do ("Get highest frequency")	NA
MelFilter	Query	Get number of frequencies	do ("Get number of frequencies")	NA
MelFilter	Query	Get frequency distance	do ("Get frequency distance")	NA
MelFilter	Query	Get frequency from row...	do ("Get frequency from row...", 1)	NA
MelFilter	Query	Get value in cell...	do ("Get value in cell...", 0.5, 1)	NA
MelFilter	Query	Get frequency in Hertz...	do ("Get frequency in Hertz...", 10, "Bark")	NA
MelFilter	Query	Get frequency in Bark...	do ("Get frequency in Bark...", 93.17, "Hertz")	NA
MelFilter	Query	Get frequency in mel...	do ("Get frequency in mel...", 1000, "Hertz")	NA
MFCC	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
MFCC	Create	To MelFilter...	do ("To MelFilter...", 0, 0)	NA
MFCC	Create	To TableOfReal...	do ("To TableOfReal...", "no")	headerless spreadsheet
MFCC	Query	Get start time	do ("Get start time")	NA
MFCC	Query	Get end time	do ("Get end time")	NA
MFCC	Query	Get total duration	do ("Get total duration")	NA
MFCC	Query	Get number of frames	do ("Get number of frames")	NA
MFCC	Query	Get time step	do ("Get time step")	NA
MFCC	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
MFCC	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
MFCC	Query	Get value...	do ("Get value...", 0.1, 1)	NA
MixingMatrix	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
MixingMatrix	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
MixingMatrix	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
MixingMatrix	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
MixingMatrix	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
MixingMatrix	Create	Extract rows where column...	do ("Extract rows where column...", 1, "not equal to", 0)	headerless spreadsheet
MixingMatrix	Create	Extract rows where label...	do ("Extract rows where label...", "is not equal to", "a")	headerless spreadsheet
MixingMatrix	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
MixingMatrix	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
MixingMatrix	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
MixingMatrix	Create	Extract columns where label...	do ("Extract columns where label...", "is not equal to", "a")	headerless spreadsheet
MixingMatrix	Create	Extract columns where...	do ("Extract columns where...", "col mod 2 = 0")	headerless spreadsheet
MixingMatrix	Create	To TableOfReal (cross-correlations)...	do ("To TableOfReal (cross-correlations)...", "Rows", "no", "no")	headerless spreadsheet
MixingMatrix	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
MixingMatrix	Modify	Set value...	do ("Set value...", 1, 1, 1)	headerless spreadsheet
MixingMatrix	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
MixingMatrix	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
MixingMatrix	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
MixingMatrix	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
MixingMatrix	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
MixingMatrix	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
MixingMatrix	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
MixingMatrix	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
MixingMatrix	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
MixingMatrix	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
MixingMatrix	Query	Get number of rows	do ("Get number of rows")	NA
MixingMatrix	Query	Get number of columns	do ("Get number of columns")	NA
MixingMatrix	Query	Get row label...	do ("Get row label...", 1)	NA
MixingMatrix	Query	Get column label...	do ("Get column label...", 1)	NA
MixingMatrix	Query	Get row index...	do ("Get row index...", "")	NA
MixingMatrix	Query	Get column index...	do ("Get column index...", "")	NA
MixingMatrix	Query	Get value...	do ("Get value...", 1, 1)	NA
MSpline	Create	Scale x...	do ("Scale x...", -1, 1)	NA
MSpline	Modify	Set domain...	do ("Set domain...", 0, 2)	NA
MSpline	Modify	Set coefficient...	do ("Set coefficient...", 1, 0)	NA
MSpline	Query	Get number of coefficients	do ("Get number of coefficients")	NA
MSpline	Query	Get coefficient...	do ("Get coefficient...", 1)	NA
MSpline	Query	Get degree	do ("Get degree")	NA
MSpline	Query	Get order	do ("Get order")	NA
MSpline	Query	Get value...	do ("Get value...", 0)	NA
MSpline	Query	Get minimum...	do ("Get minimum...", 0, 0)	NA
MSpline	Query	Get x of minimum...	do ("Get x of minimum...", 0, 0)	NA
MSpline	Query	Get maximum...	do ("Get maximum...", 0, 0)	NA
MSpline	Query	Get x of maximum...	do ("Get x of maximum...", 0, 0)	NA
Network	Create	Nodes down to table...	do ("Nodes down to table...", 1, 1000, "yes", "no", "no", 6, "no", "yes", "no", 6)	comma-separated, tab-separated
Network	Modify	Add node...	do ("Add node...", 5, 5, 0, "no")	NA
Network	Modify	Add connection...	do ("Add connection...", 1, 2, 0, 1)	NA
Network	Modify	Set activity...	do ("Set activity...", 1, 1)	NA
Network	Modify	Set clamping...	do ("Set clamping...", 1, "yes")	NA
Network	Modify	Zero activities...	do ("Zero activities...", 1, 0)	NA
Network	Modify	Normalize activities...	do ("Normalize activities...", 1, 0)	NA
Network	Modify	Spread activities...	do ("Spread activities...", 20)	NA
Network	Modify	Set activity clipping rule...	do ("Set activity clipping rule...", "linear")	NA
Network	Modify	Set activity leak...	do ("Set activity leak...", 1)	NA
Network	Modify	Set shunting...	do ("Set shunting...", 1)	NA
Network	Modify	Set weight...	do ("Set weight...", 1, 1)	NA
Network	Modify	Update weights	do ("Update weights")	NA
Network	Modify	Normalize weights...	do ("Normalize weights...", 1, 0, 1, 10, 1)	NA
Network	Modify	Set instar...	do ("Set instar...", 0)	NA
Network	Modify	Set outstar...	do ("Set outstar...", 0)	NA
Network	Modify	Set weight leak...	do ("Set weight leak...", 0)	NA
Network	Query	List nodes...	do ("List nodes...", 1, 1000, "yes", "no", "no", 6, "no", "yes", "no", 6)	NA
Network	Query	Get activity...	do ("Get activity...", 1)	NA
Network	Query	Get weight...	do ("Get weight...", 1)	NA
OTGrammar	Create	Measure typology	do ("Measure typology")	headerless spreadsheet
OTGrammar	Create	To output Distributions...	do ("To output Distributions...", 100000, 2)	headerless spreadsheet
OTGrammar	Create	To PairDistribution...	do ("To PairDistribution...", 100000, 2)	NA
OTGrammar	Create	Generate inputs...	do ("Generate inputs...", 1000)	raw text
OTGrammar	Create	Get inputs	do ("Get inputs")	raw text
OTGrammar	Create	Input to outputs...	do ("Input to outputs...", 1000, 2, "")	raw text
OTGrammar	Modify	Evaluate...	do ("Evaluate...", 2)	headerless spreadsheet
OTGrammar	Modify	Set ranking...	do ("Set ranking...", 1, 100, 100)	headerless spreadsheet
OTGrammar	Modify	Reset all rankings...	do ("Reset all rankings...", 100)	headerless spreadsheet
OTGrammar	Modify	Reset to random total ranking...	do ("Reset to random total ranking...", 100, 1)	headerless spreadsheet
OTGrammar	Modify	Learn one...	do ("Learn one...", "", "", 2, "Symmetric all", 0.1, 0.1, "yes")	headerless spreadsheet
OTGrammar	Modify	Learn one from partial output...	do ("Learn one from partial output...", "", 2, "Symmetric all", 0.1, 0.1, "yes", 1)	headerless spreadsheet
OTGrammar	Modify	Set harmony computation method...	do ("Set harmony computation method...", "OptimalityTheory")	headerless spreadsheet
OTGrammar	Modify	Set leak...	do ("Set leak...", 0)	headerless spreadsheet
OTGrammar	Modify	Set constraint plasticity...	do ("Set constraint plasticity...", 1, 1)	headerless spreadsheet
OTGrammar	Modify	Remove harmonically bounded candidates...	do ("Remove harmonically bounded candidates...", "no")	headerless spreadsheet
OTGrammar	Modify	Remove constraint...	do ("Remove constraint...", "")	headerless spreadsheet
OTGrammar	Query	Get number of constraints	do ("Get number of constraints")	NA
OTGrammar	Query	Get constraint...	do ("Get constraint...", 1)	NA
OTGrammar	Query	Get ranking value...	do ("Get ranking value...", 1)	NA
OTGrammar	Query	Get disharmony...	do ("Get disharmony...", 1)	NA
OTGrammar	Query	Get number of tableaus	do ("Get number of tableaus")	NA
OTGrammar	Query	Get input...	do ("Get input...", 1)	NA
OTGrammar	Query	Get number of candidates...	do ("Get number of candidates...", 1)	NA
OTGrammar	Query	Get candidate...	do ("Get candidate...", 1, 1)	NA
OTGrammar	Query	Get number of violations...	do ("Get number of violations...", 1, 1, 1)	NA
OTGrammar	Query	Get winner...	do ("Get winner...", 1)	NA
OTGrammar	Query	Compare candidates...	do ("Compare candidates...", 1, 1, 1, 2)	NA
OTGrammar	Query	Get number of optimal candidates...	do ("Get number of optimal candidates...", 1)	NA
OTGrammar	Query	Is candidate grammatical...	do ("Is candidate grammatical...", 1, 1)	NA
OTGrammar	Query	Is candidate singly grammatical...	do ("Is candidate singly grammatical...", 1, 1)	NA
OTGrammar	Query	Get interpretive parse...	do ("Get interpretive parse...", "")	NA
OTGrammar	Query	Is partial output grammatical...	do ("Is partial output grammatical...", "")	NA
OTGrammar	Query	Is partial output singly grammatical...	do ("Is partial output singly grammatical...", "")	NA
OTGrammar	Query	Input to output...	do ("Input to output...", "", 2)	NA
PairDistribution	Create	To Table	do ("To Table")	comma-separated, tab-separated
PairDistribution	Modify	Remove zero weights	do ("Remove zero weights")	NA
PairDistribution	Query	Get number of pairs	do ("Get number of pairs")	NA
PairDistribution	Query	Get string1...	do ("Get string1...", 1)	NA
PairDistribution	Query	Get string2...	do ("Get string2...", 1)	NA
PairDistribution	Query	Get weight...	do ("Get weight...", 1)	NA
PairDistribution	Query	Get fraction correct (maximum likelihood)	do ("Get fraction correct (maximum likelihood)")	NA
PairDistribution	Query	Get fraction correct (probability matching)	do ("Get fraction correct (probability matching)")	NA
Pattern	Create	To Categories...	do ("To Categories...", 1, 1e-007, 1000)	NA
Pattern	Create	To Dissimilarity	do ("To Dissimilarity")	headerless spreadsheet
Pattern	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Pattern	Modify	Formula...	do ("Formula...", "self")	NA
Pattern	Modify	Set value...	do ("Set value...", 1, 1, 0)	NA
PCA	Create	To TableOfReal (reconstruct 1)...	do ("To TableOfReal (reconstruct 1)...", "1.0 1.0")	headerless spreadsheet
PCA	Modify	Invert eigenvector...	do ("Invert eigenvector...", 1)	NA
PCA	Modify	Align eigenvectors	do ("Align eigenvectors")	NA
PCA	Query	Get eigenvalue...	do ("Get eigenvalue...", 1)	NA
PCA	Query	Get sum of eigenvalues...	do ("Get sum of eigenvalues...", 0, 0)	NA
PCA	Query	Get number of eigenvectors	do ("Get number of eigenvectors")	NA
PCA	Query	Get eigenvector dimension	do ("Get eigenvector dimension")	NA
PCA	Query	Get eigenvector element...	do ("Get eigenvector element...", 1, 1)	NA
PCA	Query	Get centroid element...	do ("Get centroid element...", 1)	NA
PCA	Query	Get equality of eigenvalues...	do ("Get equality of eigenvalues...", 0, 0, "no")	NA
PCA	Query	Get fraction variance accounted for...	do ("Get fraction variance accounted for...", 1, 1)	NA
PCA	Query	Get number of components (VAF)...	do ("Get number of components (VAF)...", 0.95)	NA
Permutation	Create	Permute randomly...	do ("Permute randomly...", 0, 0)	NA
Permutation	Create	Permute randomly (blocks)...	do ("Permute randomly (blocks)...", 0, 0, 12, "yes", "no")	NA
Permutation	Create	Interleave...	do ("Interleave...", 0, 0, 12, 0)	NA
Permutation	Create	Rotate...	do ("Rotate...", 0, 0, 1)	NA
Permutation	Create	Reverse...	do ("Reverse...", 0, 0)	NA
Permutation	Create	Invert	do ("Invert")	NA
Permutation	Create	Multiply	do ("Multiply")	NA
Permutation	Modify	Sort	do ("Sort")	NA
Permutation	Modify	Swap blocks...	do ("Swap blocks...", 1, 2, 1)	NA
Permutation	Modify	Swap numbers...	do ("Swap numbers...", 1, 2)	NA
Permutation	Modify	Swap positions...	do ("Swap positions...", 1, 2)	NA
Permutation	Modify	Swap one from range...	do ("Swap one from range...", 0, 0, 1, "yes")	NA
Permutation	Modify	Next	do ("Next")	NA
Permutation	Modify	Previous	do ("Previous")	NA
Permutation	Query	Get number of elements	do ("Get number of elements")	NA
Permutation	Query	Get value...	do ("Get value...", 1)	NA
Permutation	Query	Get index...	do ("Get index...", 1)	NA
Pitch	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Pitch	Create	Interpolate	do ("Interpolate")	NA
Pitch	Create	Smooth...	do ("Smooth...", 10)	NA
Pitch	Create	Subtract linear fit...	do ("Subtract linear fit...", "Hertz")	NA
Pitch	Create	Kill octave jumps	do ("Kill octave jumps")	NA
